results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.89403677,,0.90653515,166.1,166.0,the,12,en-us,169.603721
0.89403677,,0.91283858,166.3,166.1,main,12,en-us,169.603721
0.89403677,,0.87583601,166.6,166.3,points,12,en-us,169.603721
0.89403677,,0.81394786,167.0,166.6,that,12,en-us,169.603721
0.89403677,,0.91283858,167.1,167.0,you,12,en-us,169.603721
0.89403677,,0.91283858,167.3,167.1,could,12,en-us,169.603721
0.89403677,,0.91283858,167.5,167.3,say,12,en-us,169.603721
0.89403677,,0.80339116,168.0,167.5,that,12,en-us,169.603721
0.89403677,,0.90653527,168.1,168.0,they,12,en-us,169.603721
0.89403677,,0.91283858,168.4,168.1,don't,12,en-us,169.603721
0.89403677,,0.91283858,168.5,168.4,do,12,en-us,169.603721
0.89403677,,0.91283858,168.7,168.5,it,12,en-us,169.603721
0.89403677,,0.87583554,168.9,168.7,like,12,en-us,169.603721
0.89403677,,0.80339116,169.3,168.9,that,12,en-us,169.603721
0.84708571, fries are not letting them because they think they are racist and rapists and terrorists right but those things are not true since they ran away from that were they are the people who don't do not like violence so that's one of the main points that you could say that they don't do it like that,0.77189058,150.8,150.5,fries,12,en-us,169.613745
0.84708571,,0.91165251,150.9,150.8,are,12,en-us,169.613745
0.84708571,,0.91283858,151.1,150.9,not,12,en-us,169.613745
0.84708571,,0.91283858,151.3,151.1,letting,12,en-us,169.613745
0.84708571,,0.91283858,151.6,151.3,them,12,en-us,169.613745
0.84708571,,0.91283858,151.8,151.6,because,12,en-us,169.613745
0.84708571,,0.91283858,151.9,151.8,they,12,en-us,169.613745
0.84708571,,0.91283858,152.1,151.9,think,12,en-us,169.613745
0.84708571,,0.91283858,152.2,152.1,they,12,en-us,169.613745
0.84708571,,0.83413649,152.4,152.2,are,12,en-us,169.613745
0.84708571,,0.91283858,152.8,152.4,racist,12,en-us,169.613745
0.84708571,,0.83413666,153.1,152.8,and,12,en-us,169.613745
0.84708571,,0.88559198,153.8,153.1,rapists,12,en-us,169.613745
0.84708571,,0.87368971,154.5,153.8,and,12,en-us,169.613745
0.84708571,,0.81256795,155.0,154.5,terrorists,12,en-us,169.613745
0.84708571,,0.75032967,155.5,155.0,right,12,en-us,169.613745
0.84708571,,0.80243903,156.1,155.6,but,12,en-us,169.613745
0.84708571,,0.91099888,156.6,156.3,those,12,en-us,169.613745
0.84708571,,0.84420359,157.2,156.6,things,12,en-us,169.613745
0.84708571,,0.91283858,157.3,157.2,are,12,en-us,169.613745
0.84708571,,0.77127087,157.5,157.3,not,12,en-us,169.613745
0.84708571,,0.75306457,157.8,157.5,TRUE,12,en-us,169.613745
0.84708571,,0.76512074,158.3,157.8,since,12,en-us,169.613745
0.84708571,,0.77127081,160.1,159.5,they,12,en-us,169.613745
0.84708571,,0.91283858,160.8,160.6,ran,12,en-us,169.613745
0.84708571,,0.76800495,161.1,160.8,away,12,en-us,169.613745
0.84708571,,0.91283858,161.3,161.1,from,12,en-us,169.613745
0.84708571,,0.76512074,161.6,161.3,that,12,en-us,169.613745
0.84708571,,0.8958509,161.8,161.6,were,12,en-us,169.613745
0.84708571,,0.78639513,162.2,161.8,they,12,en-us,169.613745
0.84708571,,0.91283858,162.4,162.2,are,12,en-us,169.613745
0.84708571,,0.91283858,162.5,162.4,the,12,en-us,169.613745
0.84708571,,0.74641544,162.8,162.5,people,12,en-us,169.613745
0.84708571,,0.72928452,163.1,162.8,who,12,en-us,169.613745
0.84708571,,0.85273397,163.5,163.1,don't,12,en-us,169.613745
0.84708571,,0.91283858,163.6,163.5,do,12,en-us,169.613745
0.84708571,,0.75733495,164.1,163.6,not,12,en-us,169.613745
0.84708571,,0.91283858,164.3,164.1,like,12,en-us,169.613745
0.84708571,,0.77046973,164.8,164.3,violence,12,en-us,169.613745
0.84708571,,0.91283858,165.0,164.8,so,12,en-us,169.613745
0.84708571,,0.87786359,165.5,165.0,that's,12,en-us,169.613745
0.84708571,,0.91283858,165.9,165.8,one,12,en-us,169.613745
0.84708571,,0.74184299,166.0,165.9,of,12,en-us,169.613745
0.84708571,,0.91283858,166.0,166.0,the,12,en-us,169.613745
0.84708571,,0.90759057,166.2,166.0,main,12,en-us,169.613745
0.84708571,,0.75980896,166.5,166.2,points,12,en-us,169.613745
0.84708571,,0.72928452,166.9,166.5,that,12,en-us,169.613745
0.84708571,,0.91283858,167.0,166.9,you,12,en-us,169.613745
0.84708571,,0.91283858,167.2,167.0,could,12,en-us,169.613745
0.84708571,,0.87786359,167.5,167.2,say,12,en-us,169.613745
0.84708571,,0.72803348,167.9,167.5,that,12,en-us,169.613745
0.84708571,,0.84025699,168.1,167.9,they,12,en-us,169.613745
0.84708571,,0.91283858,168.3,168.1,don't,12,en-us,169.613745
0.84708571,,0.91283858,168.5,168.3,do,12,en-us,169.613745
0.84708571,,0.91283858,168.6,168.5,it,12,en-us,169.613745
0.84708571,,0.73454976,168.8,168.6,like,12,en-us,169.613745
0.84708571,,0.72753203,169.3,168.8,that,12,en-us,169.613745
0.7420519, okay so it's all your first point was that you couldn't tell me your first one again so people get it's a basic human rights issue of Koreans made a law that would allow them to come into the country to seek shelter although since they made the system right it they are basically allowing it but once it happens,0.91283858,171.8,171.2,okay,12,en-us,197.597055
0.7420519,,0.91283858,172.6,172.0,so,12,en-us,197.597055
0.7420519,,0.91283858,173.0,172.8,it's,12,en-us,197.597055
0.7420519,,0.83434868,173.1,173.0,all,12,en-us,197.597055
0.7420519,,0.91283858,173.2,173.1,your,12,en-us,197.597055
0.7420519,,0.91283858,173.5,173.2,first,12,en-us,197.597055
0.7420519,,0.91283858,173.7,173.5,point,12,en-us,197.597055
0.7420519,,0.91283858,174.1,173.7,was,12,en-us,197.597055
0.7420519,,0.86120784,174.6,174.1,that,12,en-us,197.597055
0.7420519,,0.45453969,175.4,175.2,you,12,en-us,197.597055
0.7420519,,0.45422226,175.6,175.4,couldn't,12,en-us,197.597055
0.7420519,,0.86630481,175.7,175.6,tell,12,en-us,197.597055
0.7420519,,0.68128455,175.8,175.7,me,12,en-us,197.597055
0.7420519,,0.6604827,175.9,175.8,your,12,en-us,197.597055
0.7420519,,0.72434109,176.1,175.9,first,12,en-us,197.597055
0.7420519,,0.91283858,176.2,176.1,one,12,en-us,197.597055
0.7420519,,0.83136076,176.5,176.2,again,12,en-us,197.597055
0.7420519,,0.57099342,177.7,177.4,so,12,en-us,197.597055
0.7420519,,0.57556427,178.4,177.7,people,12,en-us,197.597055
0.7420519,,0.69650054,180.5,180.2,get,12,en-us,197.597055
0.7420519,,0.72200859,180.9,180.5,it's,12,en-us,197.597055
0.7420519,,0.6604827,181.0,180.9,a,12,en-us,197.597055
0.7420519,,0.91283858,181.5,181.2,basic,12,en-us,197.597055
0.7420519,,0.53662646,181.8,181.5,human,12,en-us,197.597055
0.7420519,,0.91283858,182.1,181.8,rights,12,en-us,197.597055
0.7420519,,0.69670635,182.7,182.1,issue,12,en-us,197.597055
0.7420519,,0.61727244,183.5,183.4,of,12,en-us,197.597055
0.7420519,,0.85404038,184.2,183.5,Koreans,12,en-us,197.597055
0.7420519,,0.91283858,184.9,184.7,made,12,en-us,197.597055
0.7420519,,0.66048276,185.0,184.9,a,12,en-us,197.597055
0.7420519,,0.67440075,185.5,185.0,law,12,en-us,197.597055
0.7420519,,0.53140759,185.9,185.5,that,12,en-us,197.597055
0.7420519,,0.72038633,186.1,185.9,would,12,en-us,197.597055
0.7420519,,0.60035807,186.6,186.1,allow,12,en-us,197.597055
0.7420519,,0.64407337,187.0,186.6,them,12,en-us,197.597055
0.7420519,,0.62973177,187.2,187.0,to,12,en-us,197.597055
0.7420519,,0.70472807,187.5,187.2,come,12,en-us,197.597055
0.7420519,,0.70706373,188.0,187.5,into,12,en-us,197.597055
0.7420519,,0.91283858,188.1,188.0,the,12,en-us,197.597055
0.7420519,,0.6029374,188.4,188.1,country,12,en-us,197.597055
0.7420519,,0.55709535,188.8,188.4,to,12,en-us,197.597055
0.7420519,,0.91283858,189.2,188.9,seek,12,en-us,197.597055
0.7420519,,0.51917291,189.7,189.2,shelter,12,en-us,197.597055
0.7420519,,0.72137839,190.3,189.7,although,12,en-us,197.597055
0.7420519,,0.69670635,191.3,190.9,since,12,en-us,197.597055
0.7420519,,0.91283858,192.0,191.9,they,12,en-us,197.597055
0.7420519,,0.72543246,192.3,192.0,made,12,en-us,197.597055
0.7420519,,0.91283858,192.4,192.3,the,12,en-us,197.597055
0.7420519,,0.70554364,192.8,192.4,system,12,en-us,197.597055
0.7420519,,0.64329565,193.1,192.8,right,12,en-us,197.597055
0.7420519,,0.91283858,193.2,193.1,it,12,en-us,197.597055
0.7420519,,0.91283858,193.4,193.2,they,12,en-us,197.597055
0.7420519,,0.59085375,193.7,193.4,are,12,en-us,197.597055
0.7420519,,0.87767988,194.2,193.7,basically,12,en-us,197.597055
0.7420519,,0.58380651,194.7,194.2,allowing,12,en-us,197.597055
0.7420519,,0.7001152,195.1,194.7,it,12,en-us,197.597055
0.7420519,,0.83136076,195.7,195.4,but,12,en-us,197.597055
0.7420519,,0.7227636,196.1,195.7,once,12,en-us,197.597055
0.7420519,,0.62973177,196.4,196.2,it,12,en-us,197.597055
0.7420519,,0.7260707,197.1,196.4,happens,12,en-us,197.597055
0.85067493, okay so it's our your first point was that you can you tell me your first one again so people get it's a basic human rights issue Koreans made a law that would allow them to come into the country to seek shelter although since they made the system right it they are basically allowing it but once it happens,0.91283858,171.8,171.3,okay,12,en-us,197.607079
0.85067493,,0.91283858,172.7,172.1,so,12,en-us,197.607079
0.85067493,,0.91283858,173.0,172.9,it's,12,en-us,197.607079
0.85067493,,0.76962739,173.2,173.0,our,12,en-us,197.607079
0.85067493,,0.91283858,173.3,173.2,your,12,en-us,197.607079
0.85067493,,0.87203741,173.6,173.3,first,12,en-us,197.607079
0.85067493,,0.90373236,173.8,173.6,point,12,en-us,197.607079
0.85067493,,0.91283858,174.1,173.8,was,12,en-us,197.607079
0.85067493,,0.80549872,174.6,174.1,that,12,en-us,197.607079
0.85067493,,0.91283858,175.4,175.4,you,12,en-us,197.607079
0.85067493,,0.91283858,175.6,175.4,can,12,en-us,197.607079
0.85067493,,0.88106138,175.6,175.6,you,12,en-us,197.607079
0.85067493,,0.91283858,175.7,175.6,tell,12,en-us,197.607079
0.85067493,,0.88106138,175.8,175.7,me,12,en-us,197.607079
0.85067493,,0.82481033,175.9,175.8,your,12,en-us,197.607079
0.85067493,,0.91283858,176.2,175.9,first,12,en-us,197.607079
0.85067493,,0.91283858,176.3,176.2,one,12,en-us,197.607079
0.85067493,,0.91283858,176.6,176.3,again,12,en-us,197.607079
0.85067493,,0.76873225,177.8,177.4,so,12,en-us,197.607079
0.85067493,,0.74620205,178.4,177.8,people,12,en-us,197.607079
0.85067493,,0.84580904,180.5,178.6,get,12,en-us,197.607079
0.85067493,,0.89388168,180.9,180.6,it's,12,en-us,197.607079
0.85067493,,0.85420513,181.1,180.9,a,12,en-us,197.607079
0.85067493,,0.91283858,181.5,181.2,basic,12,en-us,197.607079
0.85067493,,0.74832428,181.8,181.5,human,12,en-us,197.607079
0.85067493,,0.91283858,182.2,181.8,rights,12,en-us,197.607079
0.85067493,,0.88165367,182.8,182.2,issue,12,en-us,197.607079
0.85067493,,0.91283858,184.3,183.5,Koreans,12,en-us,197.607079
0.85067493,,0.91283858,185.0,184.8,made,12,en-us,197.607079
0.85067493,,0.91283858,185.0,185.0,a,12,en-us,197.607079
0.85067493,,0.8002128,185.5,185.0,law,12,en-us,197.607079
0.85067493,,0.74906707,186.0,185.5,that,12,en-us,197.607079
0.85067493,,0.89031619,186.2,186.0,would,12,en-us,197.607079
0.85067493,,0.76781386,186.6,186.2,allow,12,en-us,197.607079
0.85067493,,0.83095688,187.0,186.6,them,12,en-us,197.607079
0.85067493,,0.76972944,187.2,187.0,to,12,en-us,197.607079
0.85067493,,0.88627273,187.5,187.2,come,12,en-us,197.607079
0.85067493,,0.85810792,188.1,187.5,into,12,en-us,197.607079
0.85067493,,0.91283858,188.1,188.1,the,12,en-us,197.607079
0.85067493,,0.76851171,188.5,188.1,country,12,en-us,197.607079
0.85067493,,0.75608921,188.8,188.5,to,12,en-us,197.607079
0.85067493,,0.91283858,189.2,188.9,seek,12,en-us,197.607079
0.85067493,,0.74569434,189.8,189.2,shelter,12,en-us,197.607079
0.85067493,,0.88165367,190.4,189.8,although,12,en-us,197.607079
0.85067493,,0.85420448,191.4,190.9,since,12,en-us,197.607079
0.85067493,,0.91283858,192.1,192.0,they,12,en-us,197.607079
0.85067493,,0.91283858,192.3,192.1,made,12,en-us,197.607079
0.85067493,,0.91283858,192.4,192.3,the,12,en-us,197.607079
0.85067493,,0.85420448,192.8,192.4,system,12,en-us,197.607079
0.85067493,,0.70512545,193.1,192.8,right,12,en-us,197.607079
0.85067493,,0.91283858,193.2,193.1,it,12,en-us,197.607079
0.85067493,,0.91283858,193.4,193.2,they,12,en-us,197.607079
0.85067493,,0.71479136,193.7,193.4,are,12,en-us,197.607079
0.85067493,,0.88882959,194.2,193.8,basically,12,en-us,197.607079
0.85067493,,0.70937908,194.8,194.2,allowing,12,en-us,197.607079
0.85067493,,0.74599493,195.2,194.8,it,12,en-us,197.607079
0.85067493,,0.90774256,195.7,195.4,but,12,en-us,197.607079
0.85067493,,0.79453194,196.2,195.7,once,12,en-us,197.607079
0.85067493,,0.71505594,196.4,196.2,it,12,en-us,197.607079
0.85067493,,0.77429616,197.2,196.4,happens,12,en-us,197.607079
0.68087322, those yemenis are only 500 people right over the course of these years thousand North Korea's came to this country and you know if you think about that North Koreans are currently we're at War stating their these bad people you know according to like the 50s and 60s people they are these bad people with the other Notions and there they could they have the highest possibility of being spies right so in that kind of,0.37156737,253.6,253.3,those,12,en-us,282.980232
0.68087322,,0.37156737,254.0,253.6,yemenis,12,en-us,282.980232
0.68087322,,0.91283858,254.2,254.0,are,12,en-us,282.980232
0.68087322,,0.91283858,254.4,254.2,only,12,en-us,282.980232
0.68087322,,0.64625585,254.8,254.4,500,12,en-us,282.980232
0.68087322,,0.44276547,255.1,254.8,people,12,en-us,282.980232
0.68087322,,0.67733812,255.5,255.1,right,12,en-us,282.980232
0.68087322,,0.56034994,256.0,255.9,over,12,en-us,282.980232
0.68087322,,0.91283858,256.2,256.0,the,12,en-us,282.980232
0.68087322,,0.76056528,256.5,256.2,course,12,en-us,282.980232
0.68087322,,0.41808513,256.8,256.5,of,12,en-us,282.980232
0.68087322,,0.55842358,257.5,257.2,these,12,en-us,282.980232
0.68087322,,0.3541823,258.2,257.5,years,12,en-us,282.980232
0.68087322,,0.91283858,258.6,258.2,thousand,12,en-us,282.980232
0.68087322,,0.72496754,258.8,258.6,North,12,en-us,282.980232
0.68087322,,0.7361244,259.2,258.8,Korea's,12,en-us,282.980232
0.68087322,,0.7069006,259.4,259.2,came,12,en-us,282.980232
0.68087322,,0.91283858,259.6,259.4,to,12,en-us,282.980232
0.68087322,,0.66062492,259.8,259.6,this,12,en-us,282.980232
0.68087322,,0.51872784,260.2,259.8,country,12,en-us,282.980232
0.68087322,,0.55730194,260.8,260.2,and,12,en-us,282.980232
0.68087322,,0.91283858,261.3,261.2,you,12,en-us,282.980232
0.68087322,,0.55730206,261.4,261.3,know,12,en-us,282.980232
0.68087322,,0.70229,261.5,261.4,if,12,en-us,282.980232
0.68087322,,0.66062486,261.6,261.5,you,12,en-us,282.980232
0.68087322,,0.55730212,261.8,261.6,think,12,en-us,282.980232
0.68087322,,0.37989306,262.2,261.8,about,12,en-us,282.980232
0.68087322,,0.557302,262.7,262.2,that,12,en-us,282.980232
0.68087322,,0.74379784,263.0,262.7,North,12,en-us,282.980232
0.68087322,,0.88224775,263.7,263.0,Koreans,12,en-us,282.980232
0.68087322,,0.35369834,264.3,263.7,are,12,en-us,282.980232
0.68087322,,0.74330568,264.9,264.4,currently,12,en-us,282.980232
0.68087322,,0.47358781,265.4,264.9,we're,12,en-us,282.980232
0.68087322,,0.61768061,265.5,265.4,at,12,en-us,282.980232
0.68087322,,0.6728642,266.5,266.3,War,12,en-us,282.980232
0.68087322,,0.91283858,266.9,266.5,stating,12,en-us,282.980232
0.68087322,,0.58495444,267.6,266.9,their,12,en-us,282.980232
0.68087322,,0.46730608,268.1,267.6,these,12,en-us,282.980232
0.68087322,,0.7694537,269.5,269.2,bad,12,en-us,282.980232
0.68087322,,0.45564303,270.0,269.5,people,12,en-us,282.980232
0.68087322,,0.91283858,270.1,270.0,you,12,en-us,282.980232
0.68087322,,0.55730212,270.4,270.1,know,12,en-us,282.980232
0.68087322,,0.69259113,271.2,270.8,according,12,en-us,282.980232
0.68087322,,0.91283858,271.3,271.2,to,12,en-us,282.980232
0.68087322,,0.91283858,271.5,271.3,like,12,en-us,282.980232
0.68087322,,0.66062486,271.6,271.5,the,12,en-us,282.980232
0.68087322,,0.79970092,272.0,271.6,50s,12,en-us,282.980232
0.68087322,,0.66062486,272.1,272.0,and,12,en-us,282.980232
0.68087322,,0.60034686,272.5,272.1,60s,12,en-us,282.980232
0.68087322,,0.45890832,272.9,272.5,people,12,en-us,282.980232
0.68087322,,0.72925407,273.1,272.9,they,12,en-us,282.980232
0.68087322,,0.91283858,273.2,273.1,are,12,en-us,282.980232
0.68087322,,0.72925407,273.4,273.2,these,12,en-us,282.980232
0.68087322,,0.91283858,273.7,273.4,bad,12,en-us,282.980232
0.68087322,,0.47954574,274.0,273.7,people,12,en-us,282.980232
0.68087322,,0.51872784,274.5,274.0,with,12,en-us,282.980232
0.68087322,,0.60053033,275.1,274.9,the,12,en-us,282.980232
0.68087322,,0.72485429,275.3,275.1,other,12,en-us,282.980232
0.68087322,,0.91283858,275.7,275.3,Notions,12,en-us,282.980232
0.68087322,,0.91283858,275.9,275.7,and,12,en-us,282.980232
0.68087322,,0.57524639,276.4,275.9,there,12,en-us,282.980232
0.68087322,,0.72925407,276.8,276.6,they,12,en-us,282.980232
0.68087322,,0.67367005,277.3,276.8,could,12,en-us,282.980232
0.68087322,,0.58495456,278.0,277.6,they,12,en-us,282.980232
0.68087322,,0.91283858,278.2,278.0,have,12,en-us,282.980232
0.68087322,,0.91283858,278.3,278.2,the,12,en-us,282.980232
0.68087322,,0.66062492,278.6,278.3,highest,12,en-us,282.980232
0.68087322,,0.69793391,279.1,278.6,possibility,12,en-us,282.980232
0.68087322,,0.91283858,279.2,279.1,of,12,en-us,282.980232
0.68087322,,0.69005358,279.4,279.2,being,12,en-us,282.980232
0.68087322,,0.57336599,280.0,279.4,spies,12,en-us,282.980232
0.68087322,,0.47227457,280.5,280.0,right,12,en-us,282.980232
0.68087322,,0.71136612,282.0,281.8,so,12,en-us,282.980232
0.68087322,,0.91283858,282.2,282.0,in,12,en-us,282.980232
0.68087322,,0.53245306,282.6,282.2,that,12,en-us,282.980232
0.68087322,,0.72485429,282.7,282.6,kind,12,en-us,282.980232
0.68087322,,0.91283858,282.8,282.7,of,12,en-us,282.980232
0.86115015, those yemenis are only 500 people right over the course of these years thousand North Koreans came to this country and you know if you think about that North Koreans are currently we're at War stating their these bad people you know according to like the 50s and 60s people they are these bad people with the other Notions and there they could they have the highest possibility of being spies right so in that kind of,0.91283858,253.6,253.3,those,12,en-us,282.990253
0.86115015,,0.91283858,254.0,253.6,yemenis,12,en-us,282.990253
0.86115015,,0.91283858,254.2,254.0,are,12,en-us,282.990253
0.86115015,,0.91283858,254.4,254.2,only,12,en-us,282.990253
0.86115015,,0.91283858,254.8,254.4,500,12,en-us,282.990253
0.86115015,,0.91283858,255.1,254.8,people,12,en-us,282.990253
0.86115015,,0.91283858,255.5,255.1,right,12,en-us,282.990253
0.86115015,,0.91283858,256.1,255.8,over,12,en-us,282.990253
0.86115015,,0.91283858,256.2,256.1,the,12,en-us,282.990253
0.86115015,,0.91283858,256.4,256.2,course,12,en-us,282.990253
0.86115015,,0.91283858,256.7,256.4,of,12,en-us,282.990253
0.86115015,,0.91283858,257.5,257.2,these,12,en-us,282.990253
0.86115015,,0.91283858,258.2,257.5,years,12,en-us,282.990253
0.86115015,,0.91283858,258.6,258.2,thousand,12,en-us,282.990253
0.86115015,,0.91283858,258.8,258.6,North,12,en-us,282.990253
0.86115015,,0.91283858,259.2,258.8,Koreans,12,en-us,282.990253
0.86115015,,0.91283858,259.4,259.2,came,12,en-us,282.990253
0.86115015,,0.91283858,259.6,259.4,to,12,en-us,282.990253
0.86115015,,0.91283858,259.7,259.6,this,12,en-us,282.990253
0.86115015,,0.91283858,260.3,259.7,country,12,en-us,282.990253
0.86115015,,0.91283858,260.8,260.3,and,12,en-us,282.990253
0.86115015,,0.91283858,261.3,261.2,you,12,en-us,282.990253
0.86115015,,0.91283858,261.4,261.3,know,12,en-us,282.990253
0.86115015,,0.91283858,261.5,261.4,if,12,en-us,282.990253
0.86115015,,0.91283858,261.6,261.5,you,12,en-us,282.990253
0.86115015,,0.91283858,261.8,261.6,think,12,en-us,282.990253
0.86115015,,0.91283858,262.2,261.8,about,12,en-us,282.990253
0.86115015,,0.91283858,262.7,262.2,that,12,en-us,282.990253
0.86115015,,0.91283858,263.0,262.7,North,12,en-us,282.990253
0.86115015,,0.91283858,263.7,263.0,Koreans,12,en-us,282.990253
0.86115015,,0.91283858,264.3,263.7,are,12,en-us,282.990253
0.86115015,,0.91283858,264.9,264.4,currently,12,en-us,282.990253
0.86115015,,0.75523758,265.4,264.9,we're,12,en-us,282.990253
0.86115015,,0.75579953,265.5,265.4,at,12,en-us,282.990253
0.86115015,,0.76522064,266.6,266.3,War,12,en-us,282.990253
0.86115015,,0.76522076,266.9,266.6,stating,12,en-us,282.990253
0.86115015,,0.75455213,267.6,266.9,their,12,en-us,282.990253
0.86115015,,0.80962652,268.1,267.6,these,12,en-us,282.990253
0.86115015,,0.91283858,269.5,269.2,bad,12,en-us,282.990253
0.86115015,,0.78830373,270.0,269.5,people,12,en-us,282.990253
0.86115015,,0.91283858,270.1,270.0,you,12,en-us,282.990253
0.86115015,,0.84726304,270.4,270.1,know,12,en-us,282.990253
0.86115015,,0.89781481,271.2,270.8,according,12,en-us,282.990253
0.86115015,,0.90979546,271.3,271.2,to,12,en-us,282.990253
0.86115015,,0.91283858,271.5,271.3,like,12,en-us,282.990253
0.86115015,,0.91283858,271.6,271.5,the,12,en-us,282.990253
0.86115015,,0.91283858,272.0,271.6,50s,12,en-us,282.990253
0.86115015,,0.84399372,272.1,272.0,and,12,en-us,282.990253
0.86115015,,0.89312702,272.5,272.1,60s,12,en-us,282.990253
0.86115015,,0.78373766,272.9,272.5,people,12,en-us,282.990253
0.86115015,,0.91283858,273.1,272.9,they,12,en-us,282.990253
0.86115015,,0.89043194,273.2,273.1,are,12,en-us,282.990253
0.86115015,,0.90127063,273.4,273.2,these,12,en-us,282.990253
0.86115015,,0.91283858,273.7,273.4,bad,12,en-us,282.990253
0.86115015,,0.81529593,274.0,273.7,people,12,en-us,282.990253
0.86115015,,0.81348687,274.5,274.0,with,12,en-us,282.990253
0.86115015,,0.86560452,275.1,274.9,the,12,en-us,282.990253
0.86115015,,0.91283858,275.3,275.1,other,12,en-us,282.990253
0.86115015,,0.91283858,275.7,275.3,Notions,12,en-us,282.990253
0.86115015,,0.91283858,275.9,275.7,and,12,en-us,282.990253
0.86115015,,0.83430403,276.4,275.9,there,12,en-us,282.990253
0.86115015,,0.91283858,276.8,276.5,they,12,en-us,282.990253
0.86115015,,0.89942998,277.3,276.8,could,12,en-us,282.990253
0.86115015,,0.84383225,278.0,277.7,they,12,en-us,282.990253
0.86115015,,0.91283858,278.3,278.0,have,12,en-us,282.990253
0.86115015,,0.3565487,278.3,278.3,the,12,en-us,282.990253
0.86115015,,0.77232116,278.6,278.3,highest,12,en-us,282.990253
0.86115015,,0.68836325,279.2,278.6,possibility,12,en-us,282.990253
0.86115015,,0.91283858,279.2,279.2,of,12,en-us,282.990253
0.86115015,,0.71087301,279.5,279.2,being,12,en-us,282.990253
0.86115015,,0.6364556,280.0,279.5,spies,12,en-us,282.990253
0.86115015,,0.5637641,280.5,280.0,right,12,en-us,282.990253
0.86115015,,0.72671604,282.0,281.7,so,12,en-us,282.990253
0.86115015,,0.91283858,282.2,282.0,in,12,en-us,282.990253
0.86115015,,0.60393316,282.6,282.2,that,12,en-us,282.990253
0.86115015,,0.91283858,282.7,282.6,kind,12,en-us,282.990253
0.86115015,,0.91283858,282.8,282.7,of,12,en-us,282.990253
0.8932451, view yemenis they're only here to seek shelter they're not here to terrorize or anything like that in cats cats eat for see anything like that but North Koreans coming to this country for seeking shelter could be a bigger issue than that then why are we allowing North Koreans come here but not the yemenis,0.91283858,283.4,283.0,view,12,en-us,299.076647
0.8932451,,0.91283858,284.4,283.8,yemenis,12,en-us,299.076647
0.8932451,,0.91283858,284.7,284.4,they're,12,en-us,299.076647
0.8932451,,0.91283858,285.0,284.7,only,12,en-us,299.076647
0.8932451,,0.91283858,285.3,285.0,here,12,en-us,299.076647
0.8932451,,0.91283858,285.4,285.3,to,12,en-us,299.076647
0.8932451,,0.91283858,285.6,285.4,seek,12,en-us,299.076647
0.8932451,,0.91283858,285.9,285.6,shelter,12,en-us,299.076647
0.8932451,,0.91283858,286.1,285.9,they're,12,en-us,299.076647
0.8932451,,0.91283858,286.3,286.1,not,12,en-us,299.076647
0.8932451,,0.91283858,286.5,286.3,here,12,en-us,299.076647
0.8932451,,0.91283858,286.5,286.5,to,12,en-us,299.076647
0.8932451,,0.91283858,287.1,286.5,terrorize,12,en-us,299.076647
0.8932451,,0.91283858,287.2,287.1,or,12,en-us,299.076647
0.8932451,,0.91283858,287.5,287.2,anything,12,en-us,299.076647
0.8932451,,0.91283858,287.7,287.5,like,12,en-us,299.076647
0.8932451,,0.91283858,287.8,287.7,that,12,en-us,299.076647
0.8932451,,0.73407906,287.9,287.8,in,12,en-us,299.076647
0.8932451,,0.91283858,288.3,287.9,cats,12,en-us,299.076647
0.8932451,,0.91283858,288.6,288.3,cats,12,en-us,299.076647
0.8932451,,0.91283858,288.9,288.6,eat,12,en-us,299.076647
0.8932451,,0.91283858,289.0,288.9,for,12,en-us,299.076647
0.8932451,,0.88217121,289.2,289.0,see,12,en-us,299.076647
0.8932451,,0.91283858,289.5,289.2,anything,12,en-us,299.076647
0.8932451,,0.91283858,289.7,289.5,like,12,en-us,299.076647
0.8932451,,0.82710367,289.9,289.7,that,12,en-us,299.076647
0.8932451,,0.91283858,290.0,289.9,but,12,en-us,299.076647
0.8932451,,0.91283858,290.3,290.0,North,12,en-us,299.076647
0.8932451,,0.91283858,290.8,290.3,Koreans,12,en-us,299.076647
0.8932451,,0.91283858,291.3,291.0,coming,12,en-us,299.076647
0.8932451,,0.90353304,291.4,291.3,to,12,en-us,299.076647
0.8932451,,0.86223608,291.6,291.4,this,12,en-us,299.076647
0.8932451,,0.83954161,292.0,291.6,country,12,en-us,299.076647
0.8932451,,0.84138954,292.4,292.0,for,12,en-us,299.076647
0.8932451,,0.91283858,292.8,292.4,seeking,12,en-us,299.076647
0.8932451,,0.7596525,293.4,292.8,shelter,12,en-us,299.076647
0.8932451,,0.91283858,293.8,293.6,could,12,en-us,299.076647
0.8932451,,0.91283858,293.9,293.8,be,12,en-us,299.076647
0.8932451,,0.91283858,294.0,293.9,a,12,en-us,299.076647
0.8932451,,0.91283858,294.3,294.0,bigger,12,en-us,299.076647
0.8932451,,0.87002444,294.5,294.3,issue,12,en-us,299.076647
0.8932451,,0.91283858,294.7,294.5,than,12,en-us,299.076647
0.8932451,,0.76601911,295.3,294.7,that,12,en-us,299.076647
